,tweet_id,author_followers,text,created_at,retweets,replies,likes,quote_count,place_id,place_name,bbox
47,922789798452039680,4043,#UCTshutdown SRC says it will respond “decisively” to the proposed 8-10%. “We will be ‘touring’ campus this afternoon.” @TeamNews24 https://t.co/zIHE4M5ZmW,2017-10-24 11:40:07+00:00,0,0,1,0,{'place_id': '8b9ec16fdc0d7e55'},"Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]"
48,922789295865389056,4043,#UCTshutdown SRC calls for the “demilitarisation” of UCT. Crowd replies with applause. @TeamNews24,2017-10-24 11:38:07+00:00,1,0,2,0,{'place_id': '8b9ec16fdc0d7e55'},"Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]"
49,922787711370649602,4043,#UCTshutdown the SRC says there is a necessity for “activation” on UCT’s campus against the fee increase. @TeamNews24 https://t.co/8AmApAKAhp,2017-10-24 11:31:49+00:00,0,0,0,0,{'place_id': '8b9ec16fdc0d7e55'},"Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]"
50,922787289943756800,4043,#UCTshutdown The SRC condemns the increase of private security and police on the UCT campus. “The are provoking us.” @TeamNews24,2017-10-24 11:30:09+00:00,0,0,0,0,{'place_id': '8b9ec16fdc0d7e55'},"Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]"
51,922787034531540999,4043,#UCTshutdown SRC says UCT rector Max Price received a 40% salary increase. @TeamNews24,2017-10-24 11:29:08+00:00,0,0,0,0,{'place_id': '8b9ec16fdc0d7e55'},"Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]"
52,922786487770415104,4043,#uctshutdown “the SRC rejects UCT’s proposed fee increase wholeheartedly.” @TeamNews24 https://t.co/lAWeJTqKO3,2017-10-24 11:26:57+00:00,2,0,0,0,{'place_id': '8b9ec16fdc0d7e55'},"Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]"
53,922786077617852416,4043,#uctshutdown SRC the burden of fees should not be carried by students. “We are committed to free education.” @TeamNews24 https://t.co/N3X2FA9fX2,2017-10-24 11:25:20+00:00,0,0,2,0,{'place_id': '8b9ec16fdc0d7e55'},"Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]"
54,922785813250887680,4043,#uctshutdown The SRC says the university said it is operating at a deficit and was forced to increase fees between 8-10%. @TeamNews24 https://t.co/lirJ1Hw8LE,2017-10-24 11:24:17+00:00,1,0,0,0,{'place_id': '8b9ec16fdc0d7e55'},"Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]"
55,922784890688589825,4043,JUST IN: The UCT SRC says the institution is planning a feee increase of between 8 to 10%. #uctshutdown @TeamNews24,2017-10-24 11:20:37+00:00,3,0,3,1,{'place_id': '8b9ec16fdc0d7e55'},"Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]"
56,922782877686927360,723,"Offer free education, in that way strikes will not be necessary!! https://t.co/zRh6KeE9mK",2017-10-24 11:12:37+00:00,0,0,0,0,{'place_id': 'f344308959b070f6'},"Mohlakeng, South Africa","[27.685218, -26.247361, 27.7142113, -26.2144967]"
57,922779820093734912,13217,@UCT_SRC @VernacNews Mass Meeting at Jameson Hall. 12:59 https://t.co/j7n7oqqPVH,2017-10-24 11:00:28+00:00,1,0,3,0,{'place_id': '8b9ec16fdc0d7e55'},"Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]"
58,922770773957398528,5050,UCT is having a mass meeting this afternoon at 13:00 #UCTShutdown #UFSShutdown,2017-10-24 10:24:31+00:00,2,0,5,0,{'place_id': '810e12ec4af983de'},"Bloemfontein, South Africa","[26.0019056, -29.2319585, 26.4243136, -28.9812176]"
59,922680021998817280,14435,"Let’s be honest though, Wits fighters are not capable of leading a protest!",2017-10-24 04:23:54+00:00,1,1,4,2,{'place_id': '178a87b8e2eaa375'},"Sandton, South Africa","[27.9829939, -26.1362658, 28.1382322, -25.9811502]"
