,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5,9508350,710,SAF17667,17667,2022-09-28,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Free State,Thabo Mofutsanyane,Maluti a Phofung,Phuthaditjhaba,-28.5242,28.8158,1,GroundUp,National,"On 28 September 2022, hundreds of students blocked (means unspecified) the entrances gates at the University of Free State's Qwaqwa campus in Phuthaditjhaba (Maluti a Phofung, Thabo Mofutsanyane, Free State), demanding accommodations allowances to be paid directly to students, the extension of the application period for private accommodation, and payment of transport allowances. [size=no report]",0,1664832988,ZAF
20,9508316,710,SAF17666,17666,2022-09-26,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Pinetown,-29.8207,30.8867,1,Daily News (South Africa),National,"On 26 September 2022, Clermont High School students picketed outside the Magistrate's Court in Pinetown (eThekwini, KwaZulu-Natal), calling on courts to deny bail to a teacher accused of raping a student. [size=no report]",0,1664832988,ZAF
33,9508171,710,SAF17665,17665,2022-09-23,2022,1,Riots,Mob violence,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Pinetown,-29.8207,30.8867,1,Daily News (South Africa); SABC News,National,"On 23 September 2022, for the second day, Dassenhoek High School students torched six classrooms and two departmental heads' offices in Pinetown (eThekwini, KwaZulu-Natal) after police confiscated cellphones during a search for drugs and weapons. No injuries reported. [size=no report]",0,1664832988,ZAF
35,9508170,710,SAF17664,17664,2022-09-22,2022,1,Riots,Mob violence,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Pinetown,-29.8207,30.8867,1,SABC News; Daily News (South Africa),National,"On 22 September 2022, Dassenhoek High School students torched classrooms in Pinetown (eThekwini, KwaZulu-Natal) after police confiscated cellphones during a search for drugs and weapons. No injuries reported. [size=no report]",0,1664832988,ZAF
72,9489384,710,SAF17580,17580,2022-09-15,2022,1,Protests,Protest with intervention,Protesters (South Africa),Students (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Alexandra,-26.1167,28.1,1,Daily News (South Africa); Times (South Africa); Sowetan (South Africa),National,"On 15 September 2022, Realogile High School students held a demonstration in Johannesburg - Alexandra (City of Johannesburg, Gauteng), calling for security at the school after a student stabbed the deputy principal. Protesters marched to nearby schools and mobilized students to join the protest. Police dispersed (means unspecified) the crowd. [size=no report]",0,1663620420,ZAF
81,9489390,710,SAF17602,17602,2022-09-14,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),Private Security Forces (South Africa),1,15,Southern Africa,South Africa,Limpopo,Capricorn,Polokwane,Mankweng,-23.8838,29.7056,1,Daily News (South Africa); SABC News; Citizen (South Africa); Herald (South Africa); Polokwane Review; GardaWorld; Times (South Africa); News24 (South Africa); George Herald (South Africa),Other-Subnational,"On 14 September 2022, University of Limpopo students torched several buildings, damaged vehicles, and barricaded roads with burning tires and stones in Mankweng (Polokwane, Capricorn, Limpopo) against non-payment of accommodation allowances. Demonstrators clashed with the police and security guards. [size=no report]",0,1663620420,ZAF
94,9499149,710,SAF17622,17622,2022-09-13,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Summerstrand,-33.9918,25.6572,1,Herald (South Africa),Subnational,"On 13 September 2022, Nelson Mandela University students held a demonstration and prevented CampusKey staff from leaving the premises at a students' residence in Summerstrand (Nelson Mandela Bay, Eastern Cape) against recurring water shortage. No violent interactions reported. [size=no report]",0,1664231916,ZAF
114,9467264,710,SAF17407,17407,2022-09-08,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,Citizen (South Africa),National,"On 8 September 2022, students shut down the Sobantu Secondary School and barricaded roads with burning tires in Pietermaritzburg (The Msunduzi, Umgungundlovu, KwaZulu-Natal), demanding water and electricity. [size=no report]",0,1663026145,ZAF
151,9466751,710,SAF17405,17405,2022-09-01,2022,1,Riots,Mob violence,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,KwaNgendezi,-29.8375,30.7778,1,Sowetan (South Africa); Daily Dispatch; Times (South Africa); George Herald (South Africa); Daily News (South Africa); News24 (South Africa); Citizen (South Africa),National,"On 1 September 2022, Ndengetho High School students torched several classrooms in KwaNgendezi (eThekwini, KwaZulu-Natal) after police confiscated about 400 phones during a search for drugs and weapons. No injuries reported. [size=no report]",0,1663026144,ZAF
234,9467337,710,SAF17499,17499,2022-08-22,2022,2,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Daily News (South Africa),National,"Around 22 August 2022 (as reported), University of Pretoria students led by the Student Representative Council (SRC) blocked (means unspecified) the university entrance, disrupted campus activities, and tried to prevent buses from transporting students in Pretoria (City of Tshwane, Gauteng) in a demonstration against registration fee increases. The University administration temporarily suspended seven SRC members for disrupting the academic program. [size=no report]",0,1663026146,ZAF
235,9467340,710,SAF17502,17502,2022-08-22,2022,2,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Daily News (South Africa),National,"Around 22 August 2022 (as reported), University of Pretoria students led by the Student Representative Council staged a demonstration in Pretoria (City of Tshwane, Gauteng) against registration fee increases. [size=no report]",0,1663026146,ZAF
256,9467472,710,SAF17498,17498,2022-08-18,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Sarah Baartman,Makana,Makhanda,-33.3042,26.5328,1,Grocotts Mail,National,"On 18 August 2022, students and parents shut down the Mary Waters High School in Makhanda (Makana, Sarah Baartman, Eastern Cape) in a demonstration against teacher absenteeism. [size=no report]",0,1663026146,ZAF
280,9489559,710,SAF17439,17439,2022-08-16,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,Daily News (South Africa),National,"On 16 August 2022, Heathfield High School students pelted stones at police vehicles in Cape Town (City of Cape Town, Western Cape) during a police search and seizure of illegal substances and weapons at the school. No injuries reported. [size=no report]",0,1663620420,ZAF
287,9499150,710,SAF17621,17621,2022-08-15,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Summerstrand,-33.9918,25.6572,1,Herald (South Africa),Subnational,"On 15 August 2022, Nelson Mandela University students held a demonstration in Summerstrand (Nelson Mandela Bay, Eastern Cape) against recurring water shortage. [size=no report]",0,1664231916,ZAF
297,9444418,710,SAF17370,17370,2022-08-12,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,Sedibeng,Emfuleni,Vanderbijlpark,-26.7117,27.8379,1,Sedibeng Star,Subnational,"On 12 August 2022, Botebo-Tsebo Secondary School students disrupted a community meeting with the President in Vanderbijlpark (Emfuleni, Sedibeng, Gauteng) and protested against the power outage at their school. [size=no report]",0,1660592736,ZAF
312,9444369,710,SAF17369,17369,2022-08-10,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Delft,-33.9656,18.6444,1,News24 (South Africa),National,"On 10 August 2022, about 50 students, neighborhood watch members, and parents marched in Cape Town - Delft (City of Cape Town, Western Cape) against gang violence after a 15-year-old girl was killed in a crossfire between rival gangs. [size=about 50]",0,1660592736,ZAF
338,9436152,710,SAF17338,17338,2022-08-05,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,West Rand,Rand West City,Bekkersdal,-26.2834,27.6993,1,News24 (South Africa),National,"On 5 August 2022, community members and students barricaded roads with burning tires in Bekkersdal (Rand West City, West Rand, Gauteng) against illegal mining and criminality in the area. Rioters accused illegal foreign miners of stealing and raping women in the community. [size=no report]",0,1659980429,ZAF
353,9436017,710,SAF17337,17337,2022-08-03,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,2,Citizen (South Africa),National,"On 3 August 2022, Coastal KwaZulu-Natal College students barricaded the campus' main gate with burning rubble in Ozwathini near Pietermaritzburg (The Msunduzi, Umgungundlovu, KwaZulu-Natal) against food shortage. [size=no report]",0,1659980428,ZAF
363,9436016,710,SAF17312,17312,2022-08-02,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Imbali,-29.6545,30.3506,1,Citizen (South Africa),National,"On 2 August 2022, Sukuma Secondary School parents and students held a protest in Imbali (The Msunduzi, Umgungundlovu, KwaZulu-Natal) for the second day against the lack of water at the school, corporal punishment, poor infrastructure, and rotten food. [size=no report]",0,1659980428,ZAF
367,9436046,710,SAF17336,17336,2022-08-02,2022,2,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Mpumalanga,Ehlanzeni,Bushbuckridge,Acornhoek,-24.6,31.0847,1,Daily Sun (South Africa),National,"Around 2 August 2022 (as reported), students burned objects outside the TVET College in Acornhoek (Bushbuckridge, Ehlanzeni, Mpumalanga) to demonstrate against the college's mismanagement and corruption. [size=no report]",0,1659980428,ZAF
368,9436065,710,SAF17314,17314,2022-08-02,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Sarah Baartman,Makana,Makhanda,-33.3042,26.5328,1,Grocotts Mail,National,"On 2 August 2022, students held a demonstration and disrupted a Student Representative Council presidential candidate's speech at Rhodes University in Makhanda (Makana, Sarah Baartman, Eastern Cape) over allegations of racism, homophobia, misogyny, and transphobia. [size=no report]",0,1659980428,ZAF
369,9436066,710,SAF17315,17315,2022-08-02,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Amathole,Raymond Mhlaba,Fort Beaufort,-32.7748,26.6338,1,GroundUp,National,"On 2 August 2022, Eyabantu Senior Secondary School students marched to the Eastern Cape education department in Fort Beaufort (Raymond Mhlaba, Amathole, Eastern Cape), demanding the department complete the school construction. [size=no report]",0,1659980428,ZAF
370,9436153,710,SAF17313,17313,2022-08-02,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,uThukela,Alfred Duma,Ezakheni,-28.6323,29.8876,1,Northern Natal News,Subnational,"On 2 August 2022, Mnambithi FET/TVET College students staged a protest in Ezakheni (Alfred Duma, uThukela, KwaZulu-Natal) against the poor infrastructure and lack of resources. [size=no report]",0,1659980429,ZAF
372,9435906,710,SAF17335,17335,2022-08-01,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Imbali,-29.6545,30.3506,1,Daily News (South Africa); Citizen (South Africa),National,"On 1 August 2022, Sukuma Secondary School parents and students barricaded F.J Sithole Road with broken bottles, burning tires, and trees in Imbali (The Msunduzi, Umgungundlovu, KwaZulu-Natal) against lack of water at the school, corporal punishment, poor infrastructure, and rotten food. [size=no report]",0,1659980428,ZAF
389,9435902,710,SAF17311,17311,2022-07-29,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,Ekurhuleni,Ekurhuleni,Katlehong,-26.34,28.157,1,Daily News (South Africa); Daily Sun (South Africa),National,"On 29 July 2022, Winile Secondary School students marched in Katlehong (Ekurhuleni, Gauteng) against the shortage of furniture and bursting of sewerage pipes. [size=no report]",0,1659980428,ZAF
408,9426366,710,SAF17276,17276,2022-07-26,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Imbali,-29.6545,30.3506,1,Citizen (South Africa),National,"On 26 July 2022, Sukuma High school students barricaded roads with broken bottles, burning tires, and trees in Imbali (The Msunduzi, Umgungundlovu, KwaZulu-Natal) against lack of water at the school, corporal punishment, poor infrastructure, and rotten food. Demonstrators threw broken bottles at the school. [size=no report]",0,1659383489,ZAF
419,9426495,710,SAF17273,17273,2022-07-25,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,Zululand,Abaqulusi,Vryheid,-27.7688,30.8003,2,Northern Natal News,Subnational,"On 25 July 2022, about a hundred Abaqulusi High School students barricaded roads with burning tires and logs near Vryheid (Abaqulusi, Zululand, KwaZulu-Natal), calling for transportation to school. [size=about 100]",0,1659383489,ZAF
442,9418469,710,SAF17230,17230,2022-07-20,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Motherwell,-33.804,25.58,1,SABC News; Herald (South Africa),Subnational-National,"On 20 July 2022, almost a dozen students marched in Motherwell (Nelson Mandela Bay, Eastern Cape) against selling alcohol to underage children after the incident that killed 21 young people at a tavern. Protesters demanded police visibility at liquor outlets. [size=almost a dozen]",0,1658772268,ZAF
456,9418468,710,SAF17228,17228,2022-07-18,2022,2,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,Ekurhuleni,Ekurhuleni,Germiston,-26.2167,28.1833,1,Daily Sun (South Africa); Mail & Guardian (South Africa),National,"Around 18 July 2022, Leondale High School students, parents and World Changers Candidates members marched in Germiston (Ekurhuleni, Gauteng) against alcohol abuse and the Basic Education Laws Amendment Bill, which proposed allowing alcohol at schools for fund-raising purposes. [size=no report]",0,1658772268,ZAF
458,9418617,710,SAF17229,17229,2022-07-18,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,Ekurhuleni,Ekurhuleni,Tembisa,-25.9989,28.2269,1,Daily News (South Africa),National,"On 18 July 2022, students staged a protest at JB Matabane Secondary School in Tembisa (Ekurhuleni, Gauteng), demanding proper infrastructure, a precise timeframe for the school repair, and a meeting with Gauteng Education MEC and Basic Education Minister. [size=no report]",0,1658772268,ZAF
594,9386675,710,SAF17058,17058,2022-06-29,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,EWN; Herald (South Africa); SABC News; Daily Dispatch; Times (South Africa),Subnational-National,"On 29 June 2022, hundreds of students held a vigil in East London (Buffalo City, Eastern Cape), calling for justice after 21 young people died at the bar under mysterious circumstances. [size=hundreds]",0,1657039169,ZAF
638,9386665,710,SAF17027,17027,2022-06-23,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Civilians (South Africa),Private Security Forces (South Africa); Police Forces of South Africa (1994-),7,57,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Umlazi,-29.9667,30.8833,1,Daily News (South Africa); Times (South Africa); Daily Sun (South Africa); News24 (South Africa); Sowetan (South Africa),National,"On 23 June 2022, about 30 students, including four Students' Representative Council members, pelted stones at security personnel, torched two vehicles, a guardhouse, mobile toilets, two offices, and a refrigerator, and pelted stones at university buildings at the Mangosuthu University of Technology in Umlazi (eThekwini, KwaZulu-Natal). The demonstration follows another demonstration demanding the postponement of exams on June 13 (coded separately). Twenty-two students were suspended, some of them were arrested and are facing criminal charges. Students from the University of Zululand and University of South Africa were also part of the demonstration. [size=about 30]",0,1657039169,ZAF
660,9377826,710,SAF17003,17003,2022-06-20,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Daily News (South Africa); SABC News,National,"On 20 June 2022, scores of Tshwane University of Technology (TUT) students barricaded the Muzinda residence entrance with burning objects and rocks for the second day in Pretoria (City of Tshwane, Gauteng) against water and electricity shortages. [size=scores]",0,1656362220,ZAF
674,9378151,710,SAF17002,17002,2022-06-19,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,SABC News,National,"On 19 June 2022, Tshwane University of Technology (TUT) students blocked (means unspecified) the Muzinda residence entrance in Pretoria (City of Tshwane, Gauteng) against water and electricity shortages. [size=no report]",0,1656362221,ZAF
691,9365840,710,SAF16971,16971,2022-06-16,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,East London,-33.0153,27.9116,1,Daily Dispatch,Subnational,"On 16 June 2022, students gathered outside the City Hall in East London (Buffalo City, Eastern Cape) and called on the government to address youth community issues such as drug addiction, criminality level, and lack of access to education. [size=no report]",0,1655833736,ZAF
692,9365880,710,SAF16970,16970,2022-06-16,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Joe Gqabi,Walter Sisulu,Bloemendal,-30.9847,26.152,1,Herald (South Africa),Subnational,"On 16 June 2022, Chatty Secondary School's Unifying Christian Students' Association (UCSA) members held a prayer meeting in Bloemendal (Walter Sisulu, Joe Gqabi, Eastern Cape) in commemoration of Youth Day. Students protested against human trafficking, violence, unemployment, drug abuse, and gangsterism.[size=no report]",0,1655833736,ZAF
733,9386793,710,SAF17057,17057,2022-06-13,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Umlazi,-29.9667,30.8833,1,Daily News (South Africa),National,"On 13 June 2022, a group of masked students interrupted first-semester exams (means unspecified) at the Mangosuthu University of Technology in Umlazi (eThekwini, KwaZulu-Natal), calling for the postponement of exams. [size=no report]",0,1657039170,ZAF
741,9356749,710,SAF16905,16905,2022-06-10,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Umlazi,-29.9667,30.8833,1,Daily News (South Africa),National,"On 10 June 2022, Coastal College students locked the entrance gates and barricaded the street with objects in Umlazi (eThekwini, KwaZulu-Natal) over exam postponement. Police officers fired stun grenades and rubber bullets to disperse the crowd. Six demonstrators were arrested for public violence, and some students were injured and hospitalized. [size=no report]",0,1655155234,ZAF
745,9365847,710,SAF16943,16943,2022-06-10,2022,2,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Alfred Nzo,Ntabankulu,Ntabankulu,-30.9587,29.3022,1,Daily News (South Africa),National,"Around 10 June 2022 (as reported), students staged a protest in Ntabankulu (Ntabankulu, Alfred Nzo, Eastern Cape) against a school principal accused of raping a learner. Police officers arrested the suspect on 10 June. [size=no report]",0,1655833736,ZAF
747,9378102,710,SAF16979,16979,2022-06-10,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Zululand,Abaqulusi,Mondlo,-27.982,30.745,1,Northern Natal News,Subnational,"On 10 June 2022, Khethelihle Primary School students marched in Mondlo (Abaqulusi, Zululand, KwaZulu-Natal) against child abuse. [size=no report]",0,1656362221,ZAF
762,9356977,710,SAF16891,16891,2022-06-08,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,News24 (South Africa),National,"On 8 June 2022, Durban University of Technology students held a demonstration in Pietermaritzburg (The Msunduzi, Umgungundlovu, KwaZulu-Natal) to demand online exams. There are reports of violent engagement with no further details. [size=no report]",0,1655155234,ZAF
779,9469246,710,SAF16893,16893,2022-06-07,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,Sedibeng,Emfuleni,Vereeniging,-26.6667,27.9333,1,News24 (South Africa); Citizen (South Africa),National,"On 7 June 2022, students held a demonstration and set alight a building at the Vaal University of Technology (VUT) in Vereeniging (Emfuleni, Sedibeng, Gauteng) over unpaid allowances, funding of student accommodation, and certificates for completed students. [size=no report]",0,1663032946,ZAF
780,9356629,710,SAF16887,16887,2022-06-06,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,News24 (South Africa); Daily News (South Africa),National,"On 6 June 2022, 50 students barricaded the Mahatma Gandhi Road with stones and burning tires in Durban (eThekwini, KwaZulu-Natal) over poor internet connection at the Seabord residence. Demonstrators threw bottles, rubble, and objects from the top floors of the residence building. Police officers arrested two students for inciting public violence. [size=50]",0,1655155233,ZAF
824,9349399,710,SAF16846,16846,2022-05-31,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Eastern Cape,Sarah Baartman,Makana,Makhanda,-33.3042,26.5328,1,Daily Dispatch; Grocotts Mail,Subnational-National,"On 31 May 2022, about 300 students staged a protest at Rhodes University in Makhanda (Makana, Sarah Baartman, Eastern Cape) against the university management regarding mental health challenges faced by students and called for the exams to be postponed after the death of a student who committed suicide. [size=about 300]",0,1654541225,ZAF
827,9349647,710,SAF16847,16847,2022-05-31,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,News24 (South Africa),National,"On 31 May 2022, parents and students shut down (means unspecified) the Siyanda Secondary School in Pietermaritzburg (The Msunduzi, Umgungundlovu, KwaZulu-Natal) to demand the replacement of two teachers. [size=no report]",0,1654541226,ZAF
859,9342132,710,SAF16774,16774,2022-05-26,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,KwaZulu-Natal,Umgungundlovu,The Msunduzi,Pietermaritzburg,-29.6167,30.3833,1,News24 (South Africa),National,"On 26 May 2022, students and community members marched to the police station in Pietermaritzburg (The Msunduzi, Umgungundlovu, KwaZulu-Natal) to protest against criminal incidents in the community. [size=no report]",0,1653947723,ZAF
871,9342046,710,SAF16747,16747,2022-05-25,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),Civilians (South Africa); Teachers (South Africa),1,15,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town - Khayelitsha,-34.0393,18.6792,1,GroundUp,National,"On 25 May 2022, students burned rubble inside the premises of the Kwafundo Senior Secondary School in Cape Town - Khayelitsha (City of Cape Town, Western Cape) to demonstrate against the principal's decision to cancel extra classes. The students pelted stones at police officers and school staff and the police fired rubber bullets to disperse the crowd. Two students were injured from the burned rubbish. [size=no report]",0,1653947722,ZAF
896,9342045,710,SAF16790,16790,2022-05-23,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Johannesburg - Soweto,-26.2667,27.8667,1,GardaWorld,Other,"On 23 May 2022, students staged a demonstration near the University of Johannesburg campus in Johannesburg - Soweto (City of Johannesburg, Gauteng) against the lack of electricity since April 1. The police used live ammunition to disperse the crowd. There were reports of clashes between the police and demonstrators. There were no injuries. [size=no report]",0,1653947722,ZAF
913,9341877,710,SAF16776,16776,2022-05-19,2022,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Rioters (South Africa),Private Security Forces (South Africa); Police Forces of South Africa (1994-); Students (South Africa),5,55,Southern Africa,South Africa,KwaZulu-Natal,eThekwini,eThekwini,Durban,-29.8579,31.0292,1,Citizen (South Africa); Daily Dispatch; News24 (South Africa); Sowetan (South Africa); Herald (South Africa); Times (South Africa),National,"On 19 May 2022, a group of students staged an anti-racism demonstration outside the Effingham Secondary School in Durban (eThekwini, KwaZulu-Natal) after a principal was implicated in racial related incident. Two students clashed during the demonstration and students' families joined the altercation. Police officers and private security guards intervened, dragged one student to the ground, and pointed a rifle at another student. [size=no report]",0,1653947722,ZAF
921,9282394,710,SAF16725,16725,2022-05-17,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,Daily News (South Africa),National,"On 17 May 2022, students staged a protest at the Good Hope Seminary School in Cape Town (City of Cape Town, City of Cape Town, Western Cape) over systematic discrimination and racism at the institution, citing an incident where a student referred to a black student with a derogative term. [size=no report]",0,1653346608,ZAF
923,9349845,710,SAF16864,16864,2022-05-17,2022,1,Protests,Protest with intervention,Protesters (South Africa),Students (South Africa),6,Police Forces of South Africa (1994-),,1,16,Southern Africa,South Africa,Limpopo,Vhembe,Thulamela,Thohoyandou,-22.95,30.4833,1,Zoutnet,Subnational,"On 17 May 2022, University of Venda (UV) students staged a protest in Thohoyandou (Thulamela, Vhembe, Limpopo) against allowance disbursements, shortage of water, postponed graduation ceremonies, and demanded the safety of off-campus students. Police officers fired rubber bullets and teargas to disperse the crowd. [size=no report]",0,1654541227,ZAF
924,9282034,710,SAF16724,16724,2022-05-16,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Mabopane,-25.5072,28.1075,1,Sowetan (South Africa); Daily News (South Africa),National,"On 16 May 2022, students and community members shut down the Setumo Khiba High School in Mabopane (City of Tshwane, City of Tshwane, Gauteng) over lack of furniture, classes overcrowding and congestion, and a lack of nutrition program. [size=no report]",0,1653346607,ZAF
931,9342003,710,SAF16773,16773,2022-05-16,2022,1,Protests,Peaceful protest,Protesters (South Africa),Students (South Africa),6,,,0,60,Southern Africa,South Africa,Western Cape,City of Cape Town,City of Cape Town,Cape Town,-33.9253,18.4239,1,Daily News (South Africa),National,"On 16 May 2022, students staged a protest at the Good Hope Seminary School in Cape Town (City of Cape Town, City of Cape Town, Western Cape) over systematic discrimination and racism at the institution, citing an incident where a student referred to a black student with a derogative term. [size=no report]",0,1653947722,ZAF
